2,24633, true
3,24633, true
5,58708, true
7,43518, true
11,21349, true
13,32844, true
17,20938, true
19,22580, true
23,21759, true
29,109617, true
31,102226, true
37,95247, true
41,102226, true
43,102637, true
47,96479, true
53,96068, true
59,107975, true
61,105921, true
67,89089, true
71,94837, true
73,96479, true
79,107153, true
83,91142, true
89,111669, true
97,89499, true
101,85804, true
103,81699, true
107,91553, true
109,91552, true
113,85805, true
127,323512, true
131,146155, true
137,174483, true
139,215537, true
149,320638, true
151,211021, true
157,152724, true
163,240581, true
167,177357, true
173,286152, true
179,233602, true
181,250434, true
191,231960, true
193,269320, true
197,296416, true
199,193779, true
211,238940, true
223,128912, true
227,125217, true
229,142871, true
233,137533, true
239,114543, true
241,146976, true
251,105511, true
257,124396, true
263,137123, true
269,114954, true
271,111259, true
277,169967, true
281,109206, true
283,96890, true
293,186389, true
307,149850, true
311,133839, true
313,159292, true
317,145744, true
331,140818, true
337,153955, true
347,124396, true
349,151081, true
353,200348, true
359,108385, true
367,124397, true
373,129733, true
379,146155, true
383,98942, true
389,122754, true
397,95248, true
401,96890, true
409,116185, true
419,177357, true
421,134249, true
431,112080, true
433,135481, true
439,85394, true
443,96889, true
449,86626, true
457,98121, true
461,89910, true
463,115775, true
467,103048, true
479,80468, true
487,80467, true
491,85805, true
499,84163, true
503,80467, true
509,94836, true
521,87036, true
523,107974, true
541,90320, true
547,100174, true
557,187620, true
563,99353, true
569,99353, true
571,178178, true
577,128912, true
587,82520, true
593,92784, true
599,99353, true
601,103869, true
607,113722, true
613,144924, true
617,180231, true
619,100994, true
631,78004, true
641,111669, true
643,96889, true
647,107975, true
653,75952, true
659,107564, true
661,98121, true
673,102637, true
677,82521, true
683,88678, true
691,85804, true
701,141639, true
709,158883, true
719,152724, true
727,137945, true
733,143282, true
739,124806, true
743,129733, true
751,128913, true
757,131786, true
761,126449, true
769,126449, true
773,132197, true
787,433539, true
797,133429, true
809,75130, true
811,73078, true
821,73488, true
823,129323, true
827,123986, true
829,121523, true
839,128912, true
853,345271, true
857,149439, true
859,192547, true
863,161346, true
877,151082, true
881,150671, true
883,144103, true
887,159704, true
907,142460, true
911,180641, true
919,153545, true
929,126449, true
937,106742, true
941,106332, true
947,78004, true
953,123575, true
967,169146, true
971,158471, true
977,178999, true
983,168735, true
991,135480, true
997,163398, true
