 38421, 1550533179, false
 39644, 1284354490, false
 37359, 1260013072, false
 48422, 2126253918, false
 13609, 137339548, false
 26648, 539435644, false
 30303, 721673183, false
 3004, 13693023, false
 35227, 13790698696, true
 49467, 2393199511, false
 34406, 1212770439, false
 423, 2197666, false
 48068, 2418301676, false
 15170, 196347679, false
 30823, 911305930, false
 34430, 1084951510, false
 31190, 869319138, false
 4994, 25998393, false
 42954, 1836486345, false
 40922, 1546046295, false
 17943, 280561844, false
 45693, 1959428780, false
 19105, 319573802, false
 29185, 801310143, false
 49176, 2269019274, false
 30831, 852800310, false
 19349, 323310203, false
 33853, 1115594026, false
 9446, 79744523, false
 3304, 13839589, false
 31010, 854784080, false
 1179, 3829596, false
 30123, 803457311, false
 18292, 287879049, false
 46171, 43447622637, true
 8222, 57981349, false
 22370, 461178126, false
 14710, 185696409, false
 29164, 743660926, false
 21828, 413537260, false
 49430, 2275141372, false
 10435, 93857949, false
 10571, 95844593, false
 31617, 892672777, false
 48117, 2153681840, false
 8555, 62685003, false
 39449, 1436883510, false
 46967, 2062364776, false
 7494, 50399341, false
 32290, 942158238, false
 15898, 220615609, false
 23015, 462012772, false
 20212, 350483585, false
 48684, 2197025084, false
 18767, 303509861, false
 18945, 312157244, false
 14342, 176569506, false
 1800, 5321118, false
 20028, 346501675, false
 19912, 336414500, false
 9213, 73802655, false
 32851, 945786254, false
 38209, 1336742528, false
 4025, 16139481, false
 39757, 1444759883, false
 36381, 1212856653, false
 10361, 92959668, false
 26344, 596237898, false
 6425, 37995029, false
 35224, 1101664527, false
 27046, 640335730, false
 1932, 5985797, false
 2765, 8962274, false
 13233, 150016873, false
 39254, 1408395962, false
 13000, 141652358, false
 9434, 80725735, false
 24343, 518682008, false
 25732, 581108366, false
 10295, 91526854, false
 48309, 2181650864, false
 20554, 367023352, false
 37881, 1319905525, false
 23065, 471859776, false
 4132, 16989317, false
 36502, 1215682458, false
 8030, 57237846, false
 106, 440108, false
 12628, 137303829, false
 37392, 1248614194, false
 16800, 230837034, false
 10545, 97708893, false
 7975, 55167040, false
 24411, 521300897, false
 28893, 742147645, false
 14306, 175973390, false
 26039, 591892243, false
 4714, 22574829, false
 39920, 1431197415, false
 35253, 1126937480, false
 6568, 40894733, false
 24695, 530078013, false
 24451, 522521457, false
 21021, 387517109, false
 39790, 1446086775, false
 28842, 731511976, false
 17, 427792, true
 6723, 41259710, false
 19110, 322537961, false
 11112, 105995403, false
 38365, 1346396575, false
 41423, 1582668040, false
 19356, 322873790, false
 23186, 473683843, false
 44681, 1853203469, false
 44006, 1790191258, false
 33835, 1036003048, false
 12796, 140904340, false
 8360, 57982992, false
 15401, 7244592050, true
 33827, 15827218624, true
 43561, 1768285213, false
 16805, 245098257, false
 28023, 699430487, false
 40902, 1554518373, false
 31058, 850098080, false
 23801, 10020145613, true
 7762, 53276053, false
 6671, 38588681, false
 38837, 1389439708, false
 8989, 68951615, false
 31535, 888784062, false
 17871, 276330732, false
 49354, 2264086123, false
 25085, 556883132, false
 1959, 5498476, false
 18053, 282823966, false
 41505, 1600089253, false
 25989, 592560205, false
 18939, 313348245, false
 10810, 102364102, false
 31223, 21968306890, true
 37307, 13360908232, true
 24356, 512280736, false
 31974, 911321530, false
 19864, 335477217, false
 10152, 86571534, false
 46488, 1985845110, false
 43250, 1734461766, false
 27918, 685948076, false
 22628, 456175183, false
 30536, 818316292, false
 20411, 12905222423, true
 49479, 2292579007, false
 6333, 38169102, false
 35287, 1132957764, false
 33215, 996270578, false
 36165, 1193305104, false
 20308, 354209723, false
 14998, 190221885, false
 4728, 22882329, false
 36158, 1194344613, false
 16564, 226637123, false
 1882, 8306217, false
 31618, 892789784, false
 19588, 331458769, false
